id,TITLE,CREATOR,INNOPAC,LINK,coverage_place,COVERAGE_REGION,FILE_BROWSE,FURTHER_INFO,,LATITUDE,LONGITUDE,ORIGINAL_FORMAT,PUBLISHER,PLACE_OF_CREATION,ADDITIONAL_CREATOR,COVERAGE_PERIOD,COVERAGE_YEAR
1459,James Cook,"Kippis, Andrew, 1725-1795",http://www.catalog.slsa.sa.gov.au/record=b2163228,http://www.samemory.sa.gov.au/site/page.cfm?c=1459,Australia,,<link>http://images.slsa.sa.gov.au/samemory/exploration/Cook/spi13114530_oii.jpg</link> ,"<div><div>  <p>Captain James Cook was sent to the South Pacific in 1768 to observe the Transit of Venus. Following this he opened his secret instructions and began his exploration of the southern Pacific Ocean in search of the unknown south land (Terra Australis nondum cognita). After discovering and charting New Zealand, he continued to sail west and in 1770 discovered the east coast of Australia and sailed its length and passed through Torres Strait. He called this new land New South Wales. Eighteen years later, following recommendations by Sir Joseph Banks, botanist on Cook's expedition, the first white settlement of the continent began at Sydney Cove, Port Jackson.</p>  James Cook made two further voyages in the Pacific Ocean. In the course of the voyages he mapped innumerable islands accurately for the first time. He showed that there was no vast southern continent and established the northern limits of Antarctica by his circumnavigation of the world in the high southern latitudes during his second voyage. On his third voyage he discovered the Hawaiian Islands, and explored the north-west coast of America and searched for a western entrance to the North West Passage. He was killed in Hawaii in February 1779.</div></div>",,-28.61,137.13,Book,printed for G. Nicol; and G.G.J. and J. Robinson,London,,Pre-1836,NULL
1461,Tasman&apos;s ships Zeehaen and Heemskerck,"Tasman, Abel Janszoon, 1603?-1659",http://www.catalog.slsa.sa.gov.au/record=b2163229,http://www.samemory.sa.gov.au/site/page.cfm?c=1461,Australia,,<link>http://images.slsa.sa.gov.au/samemory/exploration/Tasman/spi1443930x_crop.jpg</link> ,"<div><p>In 1642 Abel Tasman was sent out by the Dutch East India Company to discover a route to the Pacific Ocean south of New Holland. Leaving Batavia in Java he sailed south of the known Dutch discoveries of the continent and continuing east he discovered and named Van Diemen's Land (Tasmania). Continuing to the east and then north he discovered the west coast of New Zealand. Tasman returned to Java round the north coast of New Guinea. He was sent out again in 1643, to search for a passage between Carpentaria (Cape York Peninsula) and New Guinea. Deterred by the reefs and shoals of the strait (now known as Torres Strait), and which gave the appearance of land, Tasman instead explored the north coast of New Holland.</p>  <p>Tasman's ships on his historic discovery of Tasmania (Van Diemen's Land) were the <em>Zeehaen</em> and <em>Heemskerck</em>. It was Matthew Flinders in his 1798-99 circumnavigation of Tasmania who named two prominent mountains on the west coast of the island after Tasman's ships: Mount Zeehan and Mount Heemskirk.</p>  <p>Torres Strait had been discovered in 1606 by the Spaniard Luis Vaez de Torres, the commander of one of the ships of a Spanish expedition led by Pedro Fernandez de Quiros which had sailed from Peru to search for the unknown South Land. De Quiros discovered Vanuatu. Torres was separated from the expedition, and sailing south west discovered the strait between New Guinea and Australia and which was later named for him. He then sailed to Manila in the Philippines. The Spanish suppressed all knowledge of the strait, and it was not until 1762 that Alexander Dalrymple found Torres' report in the archives in Manila. James Cook used this information and was only the second European to navigate the strait.</p></div>",,-28.61,137.13,Book,"Frederik Muller, (F. Adama van Scheltema &amp; Anton Mensing)",Amsterdam,"Heeres, J. E. (Jan Ernst)",,NULL
1483,Flinders map of South Australia,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b1642065,http://www.samemory.sa.gov.au/site/page.cfm?c=1483,South Australia,,<link>http://images.slsa.sa.gov.au/samemory/maps/exploration/flinders_sa_i16784340/zcm_sa_1802r_sth3_pl4_i16784340.jpg</link> ,"<div><div> <blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/flinders_sa_i16784340/1802r_sth3_pl4_i16784340.htm target=_blank title=http://images.slsa.sa.gov.au/samemory/zoom/flinders_sa_i16784340/1802r_sth3_pl4_i16784340.htm>zoomable</a> version.</blockquote> <p>The chart depicts the South Australian coastline from Encounter Bay to the Head of the Australian Bight. Matthew Flinders discovered this unknown coast between January and early April 1802. He had made a proposal to the British Government regarding the exploration of the unknown southern coast of Australia and had left England in July 1801 to carry out this task. A French expedition with the same task had left Le Havre, France in October 1800, but with a complicated schedule of other duties did not head to the unknown coast until April 1802 and approached from Tasmania. Flinders' chart however was not published until July 1814 because of his six year detention on Mauritius. This enabled the French expedition's charts to be published ahead of his in 1811.</p> <p>Flinders was the first European surveyor of this stretch of coast from the head of the Great Australian Bight to Encounter Bay . The chart covers the area explored by Flinders between 27 January to 8 April 1802, including the site of the 1802 encounter between Flinders and Baudin. Inset charts of Nuyts Archipelago (Flinders named the Islands of Saint Peter and Saint Francis the Nuyts Archipelago in honour of their first discoverer Pieter Nuyts and Francois Thyssen, 1627), Port Lincoln and the head of Spencer Gulf are included. The chart includes soundings and notes on currents, coastal vegetation and terrain.</p> </div></div>",,-29.38,135.86,Map,Libraries Board of South Australia,Adelaide,"Flinders, Matthew, 1774-1814.",,NULL
1489,Flinders meets le Geographe,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163236,http://www.samemory.sa.gov.au/site/page.cfm?c=1489,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_188.jpg</link> ,"<div><p>Matthew Flinders unexpectedly met the French ship <em>Le Geographe</em>, commanded by Nicolas Baudin. It was 8 April 1802. He had completed his exploration of Saint Vincent Gulf, re-provisioned and filled his water casks on Kangaroo Island and began to follow the coast to the south-east. Two ships in previously unexplored waters faced each other anxiously: their countries were at war. It was possible that the flags of truce might be dishonoured, so both captains were cautious. Flinders was aware that the French were exploring these waters, but the French captain did not know about Flinders's expedition which had left England after the French had sailed.</p> <p>Matthew Flinders sailed from Portsmouth in HMS <em>Investigator</em> on 18 July 1801 to explore New Holland's (Australia's) unknown southern coast. By 27 January 1802, the <em>Investigator</em> was near the head of the Great Australian Bight. From February to March 1802, the British crew surveyed Spencer Gulf, explored Kangaroo Island, and charted Saint Vincent Gulf. In April the <em>Investigator</em> revisited Kangaroo Island, and on April 8 and 9, unexpectedly met the French expedition under the command of Nicolas Baudin at the location which became known as Encounter Bay. Despite their countries being at war, the captains exchanged information in a spirit of cooperation. Flinders continued to journey eastwards, leaving present day South Australian waters on 19 April, and reaching Port Jackson in May 1802. After the <em>Investigator</em> had been refitted and the crew rested, the English expedition sailed north to survey the eastern coast of the continent, adding to James Cook's earlier charts, and then chart the Gulf of Carpentaria.</p> <p>The pressing need for further ship repairs forced Flinders to sail to Timor. He stopped his survey of the north Australian coastline at Wessel Islands. The <em>Investigator</em> then continued on around the western and southern coasts of New Holland, arriving back in Port Jackson [Sydney] in June 1803, thereby completing the circumnavigation. The <em>Investigator</em> was deemed unseaworthy, so Flinders sailed in the <em>Porpoise</em> to return to England, only to be shipwrecked at Wreck Reef. Using the <em>Porpoise</em>'s cutter, Flinders returned to Port Jackson and arranged the rescue of the crew. In a second attempt to return home, Flinders set out on the <em>Cumberland</em>, but as this ship required repair, he was forced to seek assistance at Ile de France [Mauritius].</p> <p>France and England had resumed war, and the Governor General of Ile de France detained Flinders for the next 6 years. During this period Flinders prepared his charts and in a letter to Sir Joseph Banks, championed the name 'Australia' for the entire southern continent, rather than 'Terra Australis' or 'New Holland'. Flinders finally gained his freedom, leaving Ile de France in June 1810 and arriving back in England in October of that year. His account of the expedition <em>A voyage to Terra Australis</em>, with <em>Atlas</em>, was published on 18 July 1814. Flinders who had been gravely ill for some time, died the following day.</p></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1490,Baudin&apos;s activities before the meeting,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163237,http://www.samemory.sa.gov.au/site/page.cfm?c=1490,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_189.jpg</link> ,"<div><div> <div> <p>Nicolas Baudin tells Matthew Flinders of his explorations in Tasmania and Bass Strait prior to their meeting. Flinders boarded Baudin's ship <em>Le G ©ographe</em> on 8 April, accompanied by his botanist Robert Brown, who spoke French. He requested from Baudin the passport he had been issued by the British government which provided <em>Le G ©ographe</em> and its companion <em>Le Naturaliste</em> safe passage as ships of science and discovery. Flinders also offered his passport from the French government but Baudin ignored it. He told Flinders of his expedition's work in Tasmania and his explorations along the southern coast from Western Port to the current place of meeting.</p> <p>He also mentioned that one of his ship's boats with its crew had been lost, and he had also become separated from his companion ship <em>Le Naturaliste</em>, during a storm. Baudin was somewhat critical of George Bass's map of Bass Strait until Flinders explained that his friend Bass had charted the coast from an open boat, which was noted on the chart. Flinders promised to return the next day with more charts for Baudin.</p> When he reached Port Jackson (Sydney) in May, Baudin learned that his ship's boat and its crew had been rescued and brought safely to the settlement. <em>Le Naturaliste</em> arrived safely in port soon after Baudin. The French expedition under Nicolas Baudin had set out to explore and chart the coastline of the 'unknown southern land', and make scientific observations. They were also looking for new land and trade opportunities. <em>Le Geographe</em> neared Cape Leeuwin on 27 May 1801, but then following instructions given in France, proceeded up the western coast to the north, reaching Timor in August. <em>Le Naturaliste</em> was separated from <em>Le Geographe</em> and travelled independently to Timor, charting the western coast in more detail. After a sojourn in Timor, the ships sailed south to Van Diemen's Land [Tasmania] by January 1802. Baudin explored the island extensively, and after surveying D'Entrecasteaux Channel, reached the mainland southern coast which he explored in a westward direction from Wilson's Promontory. The detailed surveys undertaken along the western coast of Australia and in Van Diemen's Land delayed Baudin's arrival on the 'unknown coast' where Flinders had already arrived from the west.</div> <div> <p>Winter was spent at Port Jackson, and then Baudin returned to the southern coast for a more thorough survey. <em>Le Naturaliste</em> was sent back to France with its scientific collections, and was replaced with <em>Le Casuarina</em>. In January 1803 Baudin circumnavigated Ile Borda [named Ile Decres by Peron; present day Kangaroo Island], the first European to do so. While <em>Le Geographe</em> anchored at Nepean Bay, Freycinet and the geographer Boullanger explored the two gulfs in <em>Le Casuarina</em>. Near the end of February <em>Le Geographe</em> and <em>Le Casuarina</em> rendezvoused at King George Sound, and then explored the west and north-west coasts of 'New Holland', before heading home.</p> </div> </div></div>",,-35.56,138.69,Book,"Libraries Board of South Australia,",Adelaide,,,NULL
1491,Flinders explains his geographical findings,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163238,http://www.samemory.sa.gov.au/site/page.cfm?c=1491,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_190.jpg</link> ,"<div><div> <p>Flinders returned to <em>Le Geographe</em> the next morning and told Baudin of his discoveries of the two gulfs, the peninsulas and of the nearby island, which he indicated could be used to re-provision the French ship with fresh meat and water. He told Baudin he had named this island Kangaroo Island. As the two ships prepared to depart, Baudin told Flinders of some dangerous rocks further to the south; he also asked him to keep an eye open for the missing boat and its crew, and his companion ship <em>Le Naturaliste</em>. Baudin also at this point thought to ask Flinders' name and was surprised to learn he was the author of the map he had been given.</p> The meeting had been amicable and had been conducted throughout in English despite the presence of Robert Brown to act as interpreter. In addition the conversations were only between Flinders and Baudin, with Brown standing by in case of need. There was also some informal and unofficial chatter between Flinders's boat crew and the sailors of <em>Le Geographe</em>. Flinders was careful to note this because of problems later regarding the publication of the French charts.</div></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1492,Peron claims Terre Napoleon,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163239,http://www.samemory.sa.gov.au/site/page.cfm?c=1492,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_191.jpg</link> ,"<div><div> <p>In Flinders account of his voyage of discovery <em>Voyage to Terra Australis ...</em> published in 1814<em>,</em> he denounces Francois Peron who in the published account of the French expedition <em>Voyage de decouvertes aux terres australes</em> published in 1807 (text volume 1) and 1811 (Atlas) has claimed Flinders' discoveries for France, renaming the gulfs and Kangaroo Island with French names: the land became Terre Napoleon and the gulfs were named for the Emperor Napoleon Bonaparte and his Empress Josephine. Even the smallest island discovered by Flinders has been usurped as a French discovery. Flinders adds as an extended footnote a passage from Peron's account.</p> There had been indignation in London when the French account was published, and a review in <em>Quarterly Review</em> was particularly scathing of the French usurpation of Flinders's discoveries. Flinders had been detained for six and half long years on Mauritius on his return to England to try and obtain a more seaworthy vessel than the leaking rotten <em>Investigator</em>. This delayed the publication of his account. However a second edition of the French account was published in 1824 and restitution was made with all of Flinders' discoveries, which had occurred prior to the historic meeting at Encounter Bay, being returned to the map. This was too late for Flinders however who had died in July 1814.</div></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1494,Flinders denies Peron&apos;s claims,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163240,http://www.samemory.sa.gov.au/site/page.cfm?c=1494,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_192.jpg</link> ,"<div><div> <p>Flinders argues that Francois Peron was fully aware of the English expedition's prior discoveries on the South Australian coast. Peron was present in Port Jackson (Sydney) when Flinders showed one of his charts of the newly discovered coast to Captain Baudin and his officers. The French at this time accepted Flinders's prior discovery of the majority of the South Australian coastline. Flinders includes an extract from the French account.</p> Captain Nicolas Baudin died on Mauritius in 1803 on the voyage home to France. As a result the account of the expedition was written by Francois Peron, who contrived to write the entire account without reference to Baudin, who was extremely unpopular with the officers and scientists aboard his ship. Perhaps if Baudin had lived to write the account matters may have been different. Peron himself died in 1810, and Louis Freycinet continued the second volume of the account. Peron and Freycinet had even chosen not to use Baudin's place names, preferring instead to honour the men of the new French Republic and the Empire.</div></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1504,Flinders believes Peron was over-ruled,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163241,http://www.samemory.sa.gov.au/site/page.cfm?c=1504,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_193.jpg</link> ,"<div><div> <p>Flinders continues his account of the meeting between the French and English expeditions of discovery which met in Encounter Bay on 8 April 1802. He records some of the discussion between the expeditions' officers that occurred in Sydney during their time in that port. At that time the French had freely acknowledged Flinders' prior discoveries on the South Australian coast. However, when the French charts were published in 1811 the entire coastline from Westernport (Victoria) to Fowler Bay was dotted with French names, thereby denying Flinders' discoveries. He believes that Francois Peron who wrote the account of the expedition may have been directed by a higher authority to claim discovery of Terre Napoleon. Flinders considers it was a case of international political rivalry.</p> Some of the French officers believed that if they had not spent so long in Tasmania (Van Diemen's Land) making botanical, zoological and ethnographic collections, all of which were and continue to be very important pre-settlement records, that they would have beaten Flinders to his discoveries along the southern coastline of Australia. The French did in 1824 issue a second edition of the account of that expedition and restored Flinders's names to the stretch of coast he first discovered. This was edited by Louis de Freycinet, who served with Baudin, and co-authored the first edition. Justice had been done.</div></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1505,Flinders continues his survey,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163242,http://www.samemory.sa.gov.au/site/page.cfm?c=1505,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_194.jpg</link> ,"<div><div> <p>Neither explorer was now following unknown coast--the coast Flinders followed had been charted by the French, although he would later record he had some difficulty reconciling their locations against his chart. As the French headed north-west they entered the area Flinders had already explored. Unlike Flinders however they would later return to this area and complete the exploration of Kangaroo Island. Fate and the poor condition of his ship prevented Flinders from doing this.</p> <p>Flinders continued to journey eastwards, leaving present day South Australian waters on 19 April, and reaching Port Jackson in May 1802. After the ship had been refitted and the crew rested, the English expedition sailed north to survey the eastern coast of the continent, adding to Cook's earlier charts, and then chart the Gulf of Carpentaria. The pressing need for further ship repairs forced Flinders to sail to Timor. He stopped his survey of the north Australian coastline at Wessel Islands. The <em>Investigator</em> then continued on around the western and southern coasts of New Holland, arriving back in Port Jackson [Sydney] in June 1803, thereby completing the first circumnavigation of Australia.</p> <p>After leaving Sydney Baudin returned to the southern coast for a more thorough survey. <em>Le Naturaliste</em> was sent back to France with its scientific collections, and was replaced with <em>Le Casuarina,</em> a schooner built in Sydney<em>.</em> In January 1803 Baudin circumnavigated Ile Borda [named Ile Decres by Peron; present day Kangaroo Island], the first European to do so. While <em>Le Geographe</em> anchored at Nepean Bay, Freycinet and the geographer Boullanger explored the two gulfs in <em>Le Casuarina</em>. Near the end of February <em>Le Geographe</em> and <em>Le Casuarina</em> rendezvoused at King George Sound, and explored the west and north-west coasts of 'New Holland', before heading home.</p> </div></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1506,Flinders names Encounter Bay,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b2163243,http://www.samemory.sa.gov.au/site/page.cfm?c=1506,Encounter Bay,,<link>http://images.slsa.sa.gov.au/samemory/exploration/flinders/spi13058514_001/spi13058514_001_195.jpg</link> ,"<div><div> <p>Matthew Flinders names the place of his meeting with Nicolas Baudin and the French expedition Encounter Bay. As he continues along the coast to the south-east he recognises that this coast has been discovered by the French and writes that he will use the names they have already applied to capes and bays etc. What he does not realise is that when Francois Peron and Louis de Freycinet publish their account of the voyage and their charts they will not use the names Captain Baudin assigned to the coast, but their own choices.</p> <p>Nicolas Baudin died in 1803 on the homeward journey to France, so publication of the account and charts of the voyage was undertaken by Francois Peron, the expedition's naturalist, who was antagonistic towards the commander. The first publication of <em>Voyage de decouvertes aux Terres Australes</em> and Volume I of <em>Atlas</em>, which includes plates, was released in 1807, and the text reflects Peron's personal clash with Baudin - no mention is made of the commander of the expedition. As a result, recognition of Baudin's role in the epic voyage to the southern continent has been largely ignored until more recent times. The second edition of <em>Voyage de decouvertes aux Terres Australes</em> was published in 1824, and in this edition the French authorities recognised Flinders' discoveries on the southern coastline</p> </div></div>",,-35.56,138.69,Book,Libraries Board of South Australia,Adelaide,,,NULL
1509,Terre Napoleon,"Freycinet, Louis de, 1779-1842",http://www.catalog.slsa.sa.gov.au/record=b1509452,http://www.samemory.sa.gov.au/site/page.cfm?c=1509,South Australia,,<link>http://images.slsa.sa.gov.au/samemory/maps/exploration/freycinet_sa_i16766258/zcm_sa_1802r_no10_i16766258.jpg</link> ,"<div><div> <blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/freycinet_sa_i16766258/zcm_sa_1802r_no10_i16766258.htm target=_blank title=http://images.slsa.sa.gov.au/samemory/zoom/freycinet_sa_i16766258/zcm_sa_1802r_no10_i16766258.htm>zoomable</a> version.</blockquote> <p>This chart was published in 1811 as part of Francois Peron's publication on Nicolas Baudin's voyage, <em>Voyage de decouvertes aux terres australes ... pendant les annees 1800, 1801, 1802, 1803 et 1804 ...</em> The chart, drawn by Louis de Freycinet, commander of the <em>Casuarina</em>, depicts Baudin's discoveries in South Australian waters. This was the first published map to show the entire South Australian coastline. The chart includes the area of the 1802 encounter between Baudin and Matthew Flinders at Encounter Bay, South Australia, and also shows part of the western coast of Victoria. The longitudes used for the chart are on the meridian of Paris rather than the Greenwich meridian. This map is beautifully enhanced by vignettes of Australian flora and fauna drawn by Charles Alexandre Lesueur. There is no acknowledgement on the chart of Flinders' prior discoveries.</p> <p>In 1800 the French government sent an expedition under Nicolas Baudin to complete the survey of the Australian coast, in particular the unknown southern coast. With their complex instructions and many other tasks unrelated to the exploration of this section of the coast, Baudin's expedition did not reach the unknown coast until early 1802 approaching from Tasmania and Bass Strait. On 9 April the French ships met Matthew Flinders at Encounter Bay. Flinders had been sent out by the British government to explore the unknown coast but had approached directly from the west and had discovered the peninsulas and gulfs and Kangaroo Island before meeting the French expedition. Misfortune overtook both explorers on their way home. Baudin died on Mauritius and the account of his expedition was written by Francois P ©ron and Louis de Freycinet who did not mention him by name once throughout the narrative. When their charts were published in 1811 they also usurped Flinders' prior discoveries on the southern coast with every feature receiving a French name. Flinders himself had been detained on Mauritius (England and France were again at war) and was unable to get his charts published until 1814.</p> </div></div>",,-29.38,135.86,Book,De L&apos;Imprimerie Imperiale,Paris,"Peron, Francois, 1775-1810.",,NULL
1511,Flinders&apos; names restored,"Freycinet, Louis de, 1779-1842",http://www.catalog.slsa.sa.gov.au/record=b1511905,http://www.samemory.sa.gov.au/site/page.cfm?c=1511,Australia,,<link>http://images.slsa.sa.gov.au/samemory/maps/exploration/freycinet_aus_i16767251/zcm_aus_1801-03e_no1_i16767251.jpg</link> ,"<div><div> <blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/freycinet_aus_i16767251/no1_i16767251.htm target=_blank title=http://images.slsa.sa.gov.au/samemory/zoom/freycinet_aus_i16767251/no1_i16767251.htm>zoomable</a> version.</blockquote> <p>In 1800 the French government sent an expedition under Nicolas Baudin to complete the survey of the Australian coast, in particular the unknown southern coast. With their complex instructions and many other tasks unrelated to the exploration of this section of the coast, Baudin's expedition did not reach the unknown coast until early 1802 approaching from Tasmania and Bass Strait.</p> <p>On 8 April the French ships met Matthew Flinders at Encounter Bay. Flinders had been sent out by the British government to explore the unknown coast but had approached directly from the west and had discovered the peninsulas and gulfs and Kangaroo Island before meeting the French expedition.</p> <p>Misfortune overtook both explorers on their way home. Baudin died on Mauritius and the account of his expedition was written by Francois P ©ron and Louis de Freycinet who did not mention him by name once throughout the narrative. When their charts were published in 1811 they also usurped Flinders' prior discoveries on the southern coast with every feature receiving a French name. Flinders himself had been detained on Mauritius (England and France were again at war) and was unable to get his charts published until 1814. There was some consternation in England at the manner in which the French expedition seemed to have misappropriated Flinders' discoveries, and finally in 1824 a second edition of the expedition account was published which restored the English names of Flinders' discoveries and also those of James Grant in the <em>Lady Nelson</em> in 1800. Golfe Josephine and Golfe Bonaparte were restored to Flinders' names of Gulf Saint Vincent and Gulf Spencer, and Ile Decres to Kangaroo Island. Some French names remain on those sections of the South Australian coast which the French discovered first, notably in the South East of the state and the southern coast of Kangaroo Island. The South Australian section of the continent's coast was the last significant piece of the discovery of Australia's coastline and essentially completed placing Australia on the map, almost 200 years after it began in 1606.</p> <p>The 'unknown' southern coastline was familiar to Aboriginal communities which had their own place names. Some of these names now appear on the South Australian map. After the 1802-1803 voyage of exploration, French place names remain on the south-eastern coastline, the south coast of Kangaroo Island, and parts of the West Coast - their discoveries. Nicolas Baudin died on the return voyage to France, so Francois Peron's wrote the report of the French expedition to Terres Australes. It is almost certain that Peron was responsible for the naming of many South Australian features after French scientists, artists and members of the expedition, including himself. Louis de Freycinet drew up the charts and maps of the expedition. Baudin had been discredited by both early deserters of the expedition and the returning travellers, and French authorities were embarrassed by the apparent failure of the voyage. Freycinet bestowed his own choice of place names to South Australian locations, disregarding names that Baudin had recorded earlier. The French authorities and Louis de Freycinet restored the names of Flinders' prior discoveries in the second edition of the account of the voyage published in 1824.</p> </div></div>",,-28.61,137.13,Book,Arthus Bertrand,Paris,"Peron, Francois, 1775-1810.",,NULL
1514,Lacepede Bay depicted,"Lesueur, Charles Alexandre, 1778-1846",http://www.catalog.slsa.sa.gov.au/record=b2163249,http://www.samemory.sa.gov.au/site/page.cfm?c=1514,South Australia,,<link>http://images.slsa.sa.gov.au/samemory/exploration/freycinet/spi15501607_atlas_Q005.jpg</link> ,"<div><div> <p>These seven coastal profiles of the Victorian and South Australian coast were drawn for Nicolas Baudin's expedition of 1800-1803. Line 3 is of Lacepede Bay near Cape Bernouilli (now Cape Jaffa) in the south-east and Line 4 is of part of Fleurieu Peninsula. In line 5 (K) shows Ile Turenne which is actually Waterhouse Point on Thistle Island in Spencer Gulf; (L) Ile Lagrange is Boston Island. Lines 6 and 7 show portions of the west coast of the state, with (Q) Ile Cuvier being Olive's Island. In the era before photography the profiles of newly discovered coasts formed an important part of the descriptions of new found lands, enabling later travellers along these coasts to identify exactly where they were. For us today they give views of the coast before settlement and colonisation changed the appearance of the land.</p> Born in Le Havre in January 1778, Charles-Alexandre Lesueur was the son of a naval officer. He loved drawing, especially natural history, and wanted to travel to far off lands. He joined the Baudin expedition as a crew member, and like fellow artist Nicolas-Martin Petit was able to take over as an expedition artist when the official artists resigned. Lesueur became the natural history artist, and his images of Australia's exotic marine life are particularly striking. He was a friend of the expedition's chief scientist Francois P ©ron, and when P ©ron became ill after the expedition had returned to France, Lesueur nursed him until his death in 1810. In 1815 Lesueur went to the United States and travelled extensively there and in the West Indies before deciding to settle in Philadelphia. Lesueur stayed in the United States for 25 years, where he discovered a number of zoological species including tortoises and fishes. He taught painting, and was elected a member of the American Philosophical Society, and of the Academy of Natural Sciences. Lesueur returned to France in 1837, and in 1845 went back to Le Havre to oversee the building of the Natural History Museum. He became this museum's first Director. Lesueur died in 1846, having been awarded the Legion of Honour in the previous year.</div></div>",,-29.38,135.86,Book,De L&apos;Imprimerie Imperiale,Paris,"Freycinet, Louis de, 1779-1842",,NULL
